KY963963.1	28053	Porcine epidemic diarrhea virus isolate KNU-1601, complete genome	Coronaviridae	0	30000
MN306053.1	30818	Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC9430/2018, complete genome	Coronaviridae	0	30000
MN037494.1	28070	Porcine epidemic diarrhea virus strain WHLL, complete genome	Coronaviridae	0	30000
FJ888351.1	27652	Infectious bronchitis virus strain H120, complete genome	Coronaviridae	0	30000
MH615810.1	27184	Swine acute diarrhea syndrome coronavirus isolate SADS-CoV-CH-FJWT-2018, complete genome	Coronaviridae	0	30000
KY369907.1	30725	Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC9741/2016, complete genome	Coronaviridae	0	30000
MF542265.1	27271	Human coronavirus 229E strain 229E/Haiti-1/2016, complete genome	Coronaviridae	0	30000
KX550281.1	28067	Porcine epidemic diarrhea virus strain ZJ15XS0101 P1, complete genome	Coronaviridae	0	30000
KY111278.1	28041	Porcine epidemic diarrhea virus strain PEDV 1842/2016 ITA, complete genome	Coronaviridae	0	30000
KP765609.1	28056	Porcine epidemic diarrhea virus strain FL2013, complete genome	Coronaviridae	0	30000
LT898443.1	28030	Porcine epidemic diarrhea virus isolate PEDV_GER_L01015-K01_15-05_2015 genome assembly, complete genome: monopartite	Coronaviridae	0	30000
MG923471.1	29721	Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Burkina Faso/CIRAD-HKU785/2015, complete genome	Coronaviridae	0	30000
KU215420.1	29262	Feline coronavirus isolate Cat1_day7, complete genome	Coronaviridae	0	30000
KM609206.1	28050	Porcine epidemic diarrhea virus strain PEDV-10F, complete genome	Coronaviridae	0	30000
KJ425504.1	27485	Infectious bronchitis virus strain ck/CH/LHLJ/091205, complete genome	Coronaviridae	0	30000
KP118880.1	27618	Infectious bronchitis virus strain ck/CH/LHB/130927, complete genome	Coronaviridae	0	30000
KX981440.1	28124	Porcine epidemic diarrhea virus isolate CH/HNZZ47/2016, complete genome	Coronaviridae	0	30000
AY518894.1	27555	Human group 1 coronavirus associated with pneumonia, complete genome	Coronaviridae	0	30000
KP198611.1	30752	Human coronavirus OC43 strain 1783A/10, complete genome	Coronaviridae	0	30000
KF923889.1	30719	Human coronavirus OC43 isolate 1926/2006, complete genome	Coronaviridae	0	30000
MG983755.1	28067	Porcine epidemic diarrhea virus strain GDgh, complete genome	Coronaviridae	0	30000
DQ022305.2	29728	Bat SARS coronavirus HKU3-1, complete genome	Coronaviridae	0	30000
MH726401.1	28038	Porcine epidemic diarrhea virus isolate GDS41, complete genome	Coronaviridae	0	30000
KX900398.1	28521	Transmissible gastroenteritis virus strain TGEV/USA/Minnesota141/2007, complete genome	Coronaviridae	0	30000
DQ415899.1	29905	Human coronavirus HKU1 strain N22 genotype C, complete genome	Coronaviridae	0	30000
AY390556.1	29760	SARS coronavirus GZ02, complete genome	Coronaviridae	0	30000
KU982975.1	28004	Porcine epidemic diarrhea virus strain PEDV/USA/Missouri130/2015, complete genome	Coronaviridae	0	30000
MK071636.1	28019	Porcine epidemic diarrhea virus strain COL/Antioquia09831/2015, complete genome	Coronaviridae	0	30000
KT860508.1	28029	Porcine epidemic diarrhea virus strain USA/IL20697/2014 Passage 5, complete genome	Coronaviridae	0	30000
KP143507.1	28984	Feline coronavirus isolate 27C, complete genome	Coronaviridae	0	30000
MG757139.1	31028	Bovine coronavirus isolate ICSA16-EN, complete genome	Coronaviridae	0	30000
MN306046.1	27270	Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC0865/2019, complete genome	Coronaviridae	0	30000
MN512434.1	27710	Infectious bronchitis virus isolate IBV/Ck/Can/17-035614, complete genome	Coronaviridae	0	30000
FJ904717.1	27632	Infectious bronchitis virus strain Conn46 1972, complete genome	Coronaviridae	0	30000
MH726408.1	28026	Porcine epidemic diarrhea virus isolate GDS09, complete genome	Coronaviridae	0	30000
MH779859.1	27603	Infectious bronchitis virus isolate ArkGA_P60, complete genome	Coronaviridae	0	30000
KM609204.1	28050	Porcine epidemic diarrhea virus strain PEDV-7C, complete genome	Coronaviridae	0	30000
KX900406.1	28521	Transmissible gastroenteritis virus strain TGEV/USA/Illinois149/2013, complete genome	Coronaviridae	0	30000
LT898412.1	28030	Porcine epidemic diarrhea virus isolate PEDV_GER_L01019-K01_15-09_2015 genome assembly, complete genome: monopartite	Coronaviridae	0	30000
FJ755618.2	28569	Transmissible gastroenteritis virus strain H16, complete genome	Coronaviridae	0	30000
MH052687.1	28038	Porcine epidemic diarrhea virus isolate KNU-1708, complete genome	Coronaviridae	0	30000
MK005882.1	25414	Porcine deltacoronavirus strain Swine/CHN/SC/2018/1, complete genome	Coronaviridae	0	30000
MH687969.1	31352	Betacoronavirus sp. strain VZ_BetaCoV_20724_33, complete genome	Coronaviridae	0	30000
MF642323.1	25420	Porcine deltacoronavirus strain CHN/GS/2016/2, complete genome	Coronaviridae	0	30000
KY419112.1	30531	Porcine hemagglutinating encephalomyelitis virus strain PHEV CoV USA-15TOSU1765, complete genome	Coronaviridae	0	30000
JQ989269.1	28492	Hipposideros bat coronavirus HKU10 isolate LSH5A, complete genome	Coronaviridae	0	30000
KX118627.1	25405	Porcine deltacoronavirus isolate P1_16_BTL_0115/PDCoV/2016/Lao, complete genome	Coronaviridae	0	30000
MK167038.1	29921	Human coronavirus HKU1 strain SC2521, complete genome	Coronaviridae	0	30000
MH726370.1	28038	Porcine epidemic diarrhea virus isolate GDS07, complete genome	Coronaviridae	0	30000
KX236008.1	27687	Infectious bronchitis virus strain ck/CH/LDL/130325, complete genome	Coronaviridae	0	30000
MN690609.1	31728	Bottlenose dolphin coronavirus strain 37112-2, complete genome	Coronaviridae	0	30000
GQ504720.1	27652	Infectious bronchitis virus strain Arkansas DPI, complete genome	Coronaviridae	0	30000
AC_000192.1	31526	Murine hepatitis virus strain JHM, complete genome	Coronaviridae	0	30000
MH002337.1	30255	Tylonycteris bat coronavirus HKU4 isolate CZ01, complete genome	Coronaviridae	0	30000
JX261936.1	28047	Porcine epidemic diarrhea virus strain CHGD-01, complete genome	Coronaviridae	0	30000
KF906249.1	31052	Dromedary camel coronavirus HKU23 strain HKU23-265F, complete genome	Coronaviridae	0	30000
KX900408.1	28521	Transmissible gastroenteritis virus strain TGEV/USA/Wisconsin151/2014, complete genome	Coronaviridae	0	30000
KX834351.1	25406	Porcine deltacoronavirus strain PDCoV/Swine/Vietnam/HaNoi6/2015, complete genome	Coronaviridae	0	30000
KF686343.1	29983	Human coronavirus HKU1 strain HKU1/human/USA/HKU1-13/2010, complete genome	Coronaviridae	0	30000
MH687951.1	28313	Alphacoronavirus sp. strain VZ_AlphaCoV_16715_78, complete genome	Coronaviridae	0	30000
LC494151.1	30951	Bovine coronavirus IWT-25 RNA, complete genome	Coronaviridae	0	30000
KY929406.1	28038	Porcine epidemic diarrhea virus strain PT-P96, complete genome	Coronaviridae	0	30000
MH687939.1	28307	Alphacoronavirus sp. strain VZ_AlphaCoV_16715_39_c2, complete genome	Coronaviridae	0	30000
KX275392.1	27685	Infectious bronchitis virus strain ck/CH/LHLJ/110943, complete genome	Coronaviridae	0	30000
KY566209.1	29440	Feline coronavirus strain HLJ/HRB/2016/10, complete genome	Coronaviridae	0	30000
JQ404409.1	29462	Canine coronavirus strain 1-71, complete genome	Coronaviridae	0	30000
KY419109.1	29906	Porcine hemagglutinating encephalomyelitis virus strain PHEV CoV USA-15TOSU1655, complete genome	Coronaviridae	0	30000
KJ958219.1	30714	Human coronavirus OC43 strain LY342, complete genome	Coronaviridae	0	30000
AF220295.1	31100	Bovine coronavirus strain Quebec, complete genome	Coronaviridae	0	30000
MN566147.1	27631	Infectious bronchitis virus isolate GA/1359/1994, complete genome	Coronaviridae	0	30000
KF793826.1	31775	Bottlenose dolphin coronavirus HKU22 isolate CF090331, complete genome	Coronaviridae	0	30000
EF203066.1	27164	Bat coronavirus HKU2 strain HKU2/HK/298/2006, complete genome	Coronaviridae	0	30000
MG428702.1	27781	Human coronavirus NL63 isolate Kilifi_HH_3807_11-May-2010, complete genome	Coronaviridae	0	30000
EF065510.1	30488	Bat coronavirus HKU5-2, complete genome	Coronaviridae	0	30000
EF065515.1	29136	Bat coronavirus HKU9-3, complete genome	Coronaviridae	0	30000
MF924725.1	27626	Infectious bronchitis virus isolate K2, complete genome	Coronaviridae	0	30000
MH581489.1	28066	Porcine epidemic diarrhea virus isolate CH/HBTS/2017, complete genome	Coronaviridae	0	30000
GU553361.1	29264	Feline coronavirus UU22 isolate TCVSP-ROTTIER-00022, complete genome	Coronaviridae	0	30000
KY770858.1	29688	Bat coronavirus isolate Anlong-103, complete genome	Coronaviridae	0	30000
KY770860.1	29651	Bat coronavirus isolate Jiyuan-84, complete genome	Coronaviridae	0	30000
AY515512.1	29731	SARS coronavirus HC/SZ/61/03, complete genome	Coronaviridae	0	30000
KJ399978.1	28029	Porcine epidemic diarrhea virus strain OH851, complete genome	Coronaviridae	0	30000
MH726406.1	28038	Porcine epidemic diarrhea virus isolate GDS49, complete genome	Coronaviridae	0	30000
MK288006.1	28035	Porcine epidemic diarrhea virus isolate FJzz1, complete genome	Coronaviridae	0	30000
KY933089.1	27573	Avian coronavirus strain 1148-A, complete genome	Coronaviridae	0	30000
GQ153542.1	29716	Bat SARS coronavirus HKU3-7, complete genome	Coronaviridae	0	30000
KP886808.1	29723	Bat SARS-like coronavirus YNLF_31C, complete genome	Coronaviridae	0	30000
KR265803.1	27996	Porcine epidemic diarrhea virus strain USA/Nebraska288/2014 from USA, complete genome	Coronaviridae	0	30000
DQ412042.1	29709	Bat SARS coronavirus Rf1, complete genome	Coronaviridae	0	30000
MG428705.1	27587	Human coronavirus NL63 isolate Kilifi_HH_0522_21-May-2010, complete genome	Coronaviridae	0	30000
KP118889.1	27682	Infectious bronchitis virus strain ck/CH/LHB/130575, complete genome	Coronaviridae	0	30000
KX252777.1	27685	Infectious bronchitis virus strain ck/CH/LSD/07I, complete genome	Coronaviridae	0	30000
KJ960180.1	28035	Porcine epidemic diarrhea virus clone VN/KCHY-310113/2013/KhoaiChau/HungYen/Vietnam, complete genome	Coronaviridae	0	30000
FJ415324.1	31029	Human enteric coronavirus 4408, complete genome	Coronaviridae	0	30000
FJ938052.1	29306	Feline coronavirus UU11, complete genome	Coronaviridae	0	30000
MK140813.1	28026	Porcine epidemic diarrhea virus isolate CH/TP-4-3/2018, complete genome	Coronaviridae	0	30000
JF893452.2	27681	Infectious bronchitis virus isolate YN, complete genome	Coronaviridae	0	30000
GU393337.1	27663	Infectious bronchitis virus serotype Iowa 97, complete genome	Coronaviridae	0	30000
KX185059.1	27681	Infectious bronchitis virus strain LH1, complete genome	Coronaviridae	0	30000
KY926512.1	25419	Porcine deltacoronavirus isolate KNU16-11, complete genome	Coronaviridae	0	30000
KY019623.1	28021	Porcine epidemic diarrhea virus isolate SLOreBAS-1/2015, complete genome	Coronaviridae	0	30000
MK581201.1	27640	Infectious bronchitis virus strain gammaCoV/Ck/Poland/79/1989, complete genome	Coronaviridae	0	30000
KX375806.1	27684	Infectious bronchitis virus strain ck/CH/LHLJ/110673, complete genome	Coronaviridae	0	30000
KF460437.1	27610	Infectious bronchitis virus isolate VicS-v, complete genome	Coronaviridae	0	30000
MK720946.1	29201	Rhinolophus bat coronavirus HKU32 strain TLC28A, complete genome	Coronaviridae	0	30000
MK423876.1	27655	Pheasant coronavirus strain gammaCoV/ph/China/I0710/17, complete genome	Coronaviridae	0	30000
AY394999.1	29350	SARS coronavirus LC2, complete genome	Coronaviridae	0	30000
JQ989273.1	28483	Hipposideros bat coronavirus HKU10 isolate TLC1347A, complete genome	Coronaviridae	0	30000
FJ647221.1	31456	Murine coronavirus repA59/RJHM, complete genome	Coronaviridae	0	30000
JQ404410.1	29364	Canine coronavirus strain TN-449, complete genome	Coronaviridae	0	30000
KX219793.1	27697	Infectious bronchitis virus strain ck/CH/LHB/111168, complete genome	Coronaviridae	0	30000
JX188454.1	28044	Porcine epidemic diarrhea virus strain AJ1102, complete genome	Coronaviridae	0	30000
MH687977.1	31327	Betacoronavirus sp. strain VZ_BetaCoV_22084_10, complete genome	Coronaviridae	0	30000
LC022792.1	27342	Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: Tottori2/JPN/2014	Coronaviridae	0	30000
MF882923.1	27705	Infectious bronchitis virus isolate CK/CH/HB/2016, complete genome	Coronaviridae	0	30000
KT852992.1	27699	Infectious bronchitis virus isolate tl/CH/LDT3/03, complete genome	Coronaviridae	0	30000
MK907286.1	29951	Erinaceus hedgehog coronavirus HKU31 strain F6, complete genome	Coronaviridae	0	30000
MG812376.1	25796	Sparrow deltacoronavirus strain ISU690-7, complete genome	Coronaviridae	0	30000
KT946798.1	27690	Infectious bronchitis virus strain CK/CH/GD/GZ14, complete genome	Coronaviridae	0	30000
JX195178.1	27693	Infectious bronchitis virus strain ck/CH/LDL/97I substrain P115, complete genome	Coronaviridae	0	30000
MH687949.1	28185	Alphacoronavirus sp. strain VZ_AlphaCoV_16715_76, complete genome	Coronaviridae	0	30000
MH687964.1	28210	Alphacoronavirus sp. strain VZ_AlphaCoV_20745_10, complete genome	Coronaviridae	0	30000
JQ173883.1	31161	Murine hepatitis virus strain S/3239-17, complete genome	Coronaviridae	0	30000
KC119407.1	27718	Infectious bronchitis virus strain Ck/CH/LGD/120724, complete genome	Coronaviridae	0	30000
MK581207.1	27791	Infectious bronchitis virus strain gammaCoV/Ck/Poland/G103/2016, complete genome	Coronaviridae	0	30000
LC364344.1	26155	Pigeon coronavirus UAE-HKU29 271F genomic RNA, complete genome	Coronaviridae	0	30000
MK330604.1	25402	Porcine deltacoronavirus strain CHN/Sichuan/2017, complete genome	Coronaviridae	0	30000
KY994645.1	30684	Porcine hemagglutinating encephalomyelitis virus strain JL/2008, complete genome	Coronaviridae	0	30000
KX364300.1	27675	Infectious bronchitis virus strain ck/CH/LSD/111218, complete genome	Coronaviridae	0	30000
MN514967.1	30799	Dromedary camel coronavirus HKU23 isolate DcCoV-HKU23/camel/Nigeria/NV1385/2016, complete genome	Coronaviridae	0	30000
KY417150.1	30311	Bat SARS-like coronavirus isolate Rs4874, complete genome	Coronaviridae	0	30000
JF330898.1	27675	Infectious bronchitis virus strain ck/CH/LHB/100801, complete genome	Coronaviridae	0	30000
KX442565.1	30497	Hypsugo bat coronavirus HKU25 isolate NL140462, complete genome	Coronaviridae	0	30000
FJ647222.1	31283	Murine coronavirus SA59/RJHM, complete genome	Coronaviridae	0	30000
KX364295.1	27688	Infectious bronchitis virus strain ck/CH/LBJ/140511, complete genome	Coronaviridae	0	30000
DQ412043.1	29749	Bat SARS coronavirus Rm1, complete genome	Coronaviridae	0	30000
LC061273.1	30916	Equine coronavirus RNA, complete genome, strain: Obihiro12-1	Coronaviridae	0	30000
MG772808.1	27535	Human coronavirus NL63 isolate CN0601/14, complete genome	Coronaviridae	0	30000
MK574042.1	27686	Infectious bronchitis virus strain ck/CH/LHB/110615, complete genome	Coronaviridae	0	30000
AY884001.1	29815	Human coronavirus HKU1 genotype B, complete genome	Coronaviridae	0	30000
MH020185.1	27688	Infectious bronchitis virus isolate CK/CH/HD/171018, complete genome	Coronaviridae	0	30000
KX348114.1	27687	Infectious bronchitis virus strain ck/CH/LDL/05III, complete genome	Coronaviridae	0	30000
MK329221.1	27686	Infectious bronchitis virus isolate CK-CH-GX-YL17, complete genome	Coronaviridae	0	30000
MK032181.1	27681	Infectious bronchitis virus strain gammaCoV/ck/China/I0347/11, complete genome	Coronaviridae	0	30000
KY407556.1	27681	Infectious bronchitis virus strain gammaCoV/ck/China/I0114/14, complete genome	Coronaviridae	0	30000
MF095123.1	25399	Porcine deltacoronavirus isolate CHN-HG-2017, complete genome	Coronaviridae	0	30000
KX185058.1	27678	Infectious bronchitis virus strain ck/CH/LGS/08I, complete genome	Coronaviridae	0	30000
KX259253.1	27678	Infectious bronchitis virus strain ck/CH/LHN/120338, complete genome	Coronaviridae	0	30000
MK032177.1	27681	Infectious bronchitis virus strain gammaCoV/ck/China/I0724/17, complete genome	Coronaviridae	0	30000
MK032180.1	27678	Infectious bronchitis virus strain gammaCoV/ck/China/I0737/17, complete genome	Coronaviridae	0	30000
KX302872.1	27675	Infectious bronchitis virus strain ck/CH/LSD/101115, complete genome	Coronaviridae	0	30000
MH687947.1	22363	Alphacoronavirus sp. strain VZ_AlphaCoV_16715_63, complete genome	Coronaviridae	0	30000
LC260045.1	25359	Porcine deltacoronavirus genomic RNA, complete genome, strain: HKD/JPN/2016	Coronaviridae	0	30000
JF274479.2	27678	Infectious bronchitis virus strain ck/CH/LHLJ/07VII, complete genome	Coronaviridae	0	30000
KY419108.1	751	Porcine hemagglutinating encephalomyelitis virus strain PHEV CoV USA-15TOSU24992, complete genome	Coronaviridae	0	30000
MK032179.1	27678	Infectious bronchitis virus strain gammaCoV/ck/China/I0722/17, complete genome	Coronaviridae	0	30000
KX302875.1	27682	Infectious bronchitis virus strain ck/CH/LJL/100512, complete genome	Coronaviridae	0	30000
KX247128.1	27682	Infectious bronchitis virus strain ck/CH/LHB/130569, complete genome	Coronaviridae	0	30000
KX252772.1	27682	Infectious bronchitis virus strain ck/CH/LSHH/03II, complete genome	Coronaviridae	0	30000
KU900740.1	27682	Infectious bronchitis virus strain QIA-KR/D79/05, complete genome	Coronaviridae	0	30000
KP790144.1	27682	Infectious bronchitis virus strain CK/CH/LHLJ/140756, complete genome	Coronaviridae	0	30000
KX252790.1	27682	Infectious bronchitis virus strain ck/CH/LHLJ/090515, complete genome	Coronaviridae	0	30000
KY421673.1	27678	Infectious bronchitis virus isolate SD, complete genome	Coronaviridae	0	30000
KP790145.1	27681	Infectious bronchitis virus strain CK/CH/LHLJ/141105, complete genome	Coronaviridae	0	30000
MK993519.1	25380	Porcine deltacoronavirus isolate CHN/Sichuan/2019, complete genome	Coronaviridae	0	30000
KX252775.1	27680	Infectious bronchitis virus strain ck/CH/LHB/130628, complete genome	Coronaviridae	0	30000
KX640829.1	27679	Infectious bronchitis virus strain ck/CH/LGX/111119, complete genome	Coronaviridae	0	30000
KX275390.1	27679	Infectious bronchitis virus strain ck/CH/LHLJ/141103, complete genome	Coronaviridae	0	30000
KX400753.1	27676	Infectious bronchitis virus strain ck/CH/LHB/110123, complete genome	Coronaviridae	0	30000
KX259256.1	27681	Infectious bronchitis virus strain ck/CH/LJS/120552, complete genome	Coronaviridae	0	30000
KY407557.1	27677	Infectious bronchitis virus strain gammaCoV/ck/China/I0111/14, complete genome	Coronaviridae	0	30000
KX236012.1	27680	Infectious bronchitis virus strain ck/CH/LSD/091003, complete genome	Coronaviridae	0	30000
KY407558.1	27680	Infectious bronchitis virus strain gammaCoV/ck/China/I0118/14, complete genome	Coronaviridae	0	30000
MN096598.1	27680	Infectious bronchitis virus strain ck/CH/YNSL/160501, complete genome	Coronaviridae	0	30000
KX252778.1	27677	Infectious bronchitis virus strain ck/CH/LJL/05I, complete genome	Coronaviridae	0	30000
KX252783.1	27680	Infectious bronchitis virus strain ck/CH/LHLJ/090510, complete genome	Coronaviridae	0	30000
KF853202.1	27677	Infectious bronchitis virus isolate SDZB0808, complete genome	Coronaviridae	0	30000
KX302873.1	27681	Infectious bronchitis virus strain ck/CH/LJL/140924, complete genome	Coronaviridae	0	30000
KU900744.1	27675	Infectious bronchitis virus strain QIA-Q43, complete genome	Coronaviridae	0	30000
KX389094.1	27681	Infectious bronchitis virus strain ck/CH/LBJ/120481, complete genome	Coronaviridae	0	30000
KY363867.1	25396	Porcine deltacoronavirus isolate CHN-GD16-03, complete genome	Coronaviridae	0	30000
KX364299.1	27675	Infectious bronchitis virus strain ck/CH/LSD/101223, complete genome	Coronaviridae	0	30000
KU900738.1	27679	Infectious bronchitis virus strain SNU-8065, complete genome	Coronaviridae	0	30000
MH006960.1	27676	Porcine epidemic diarrhea virus strain PEDV/MEX/VER/01/2014, complete genome	Coronaviridae	0	30000
KX236016.1	27676	Infectious bronchitis virus strain ck/CH/LHB/090921 complete genome	Coronaviridae	0	30000
KU900742.1	27679	Infectious bronchitis virus strain SNU-11045, complete genome	Coronaviridae	0	30000
KX252781.1	27681	Infectious bronchitis virus strain ck/CH/LHB/150619, complete genome	Coronaviridae	0	30000
KP036505.1	27676	Infectious bronchitis virus strain ck/CH/LJL/130925, complete genome	Coronaviridae	0	30000
KY421672.1	27679	Infectious bronchitis virus isolate SZ, complete genome	Coronaviridae	0	30000
KX236006.1	27682	Infectious bronchitis virus strain ck/CH/LSD/100305, complete genome	Coronaviridae	0	30000
KX275394.1	27688	Infectious bronchitis virus strain ck/CH/LSD08-8, complete genome	Coronaviridae	0	30000
MK032178.1	27688	Infectious bronchitis virus strain gammaCoV/ck/China/I0718/17, complete genome	Coronaviridae	0	30000
KX252785.1	27686	Infectious bronchitis virus strain ck/CH/LSD/100311, complete genome	Coronaviridae	0	30000
KX236004.1	27688	Infectious bronchitis virus strain ck/CH/LHLJ/150701, complete genome	Coronaviridae	0	30000
GQ427175.1	27690	Turkey coronavirus strain TCoV/IN-517/94, complete genome	Coronaviridae	0	30000
KX236014.1	27692	Infectious bronchitis virus strain ck/CH/LHB/120497, complete genome	Coronaviridae	0	30000
AY514485.1	27693	Infectious bronchitis virus serotype California 99, complete genome	Coronaviridae	0	30000
KF668605.1	27691	Infectious bronchitis virus isolate CK/CH/SD09/005, complete genome	Coronaviridae	0	30000
KU361188.1	27691	Infectious bronchitis virus isolate CK/CH/2014/QL1403, complete genome	Coronaviridae	0	30000
KX259257.1	27686	Infectious bronchitis virus strain ck/CH/LJS/120848, complete genome	Coronaviridae	0	30000
KX275393.1	27685	Infectious bronchitis virus strain ck/CH/LHLJ/130705, complete genome	Coronaviridae	0	30000
KY620116.1	27685	Infectious bronchitis virus strain gammaCoV/ck/China/I1101/16, complete genome	Coronaviridae	0	30000
KX275391.1	27685	Infectious bronchitis virus strain ck/CH/LHLJ/140927, complete genome	Coronaviridae	0	30000
JX195175.1	27685	Infectious bronchitis virus strain ck/CH/LDL/091022, complete genome	Coronaviridae	0	30000
KX236003.1	27685	Infectious bronchitis virus strain ck/CH/LSD/111025, complete genome	Coronaviridae	0	30000
KX364293.1	27686	Infectious bronchitis virus strain ck/CH/LJL/07III, complete genome	Coronaviridae	0	30000
KP118886.1	27686	Infectious bronchitis virus strain ck/CH/LSD/111235, complete genome	Coronaviridae	0	30000
KX348117.1	27685	Infectious bronchitis virus strain ck/CH/LAH/120721, complete genome	Coronaviridae	0	30000
KX364297.1	27686	Infectious bronchitis virus strain ck/CH/LJL/131006, complete genome	Coronaviridae	0	30000
